Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 09,Assignment 10
Synthetic Student 288,SYN-EXP-000288,SYN-SIS-000288,synthetic288,hmiller30@schoolname.example,Section D,41.27,52.32
Synthetic Student 289,SYN-EXP-000289,SYN-SIS-000289,synthetic289,irivera30@schoolname.example,Section A,37.51,34
Synthetic Student 290,SYN-EXP-000290,SYN-SIS-000290,synthetic290,jnguyen30@schoolname.example,Section B,22.15,24.16
Synthetic Student 291,SYN-EXP-000291,SYN-SIS-000291,synthetic291,kpatel30@schoolname.example,Section C,100,98.52
Synthetic Student 292,SYN-EXP-000292,SYN-SIS-000292,synthetic292,lbrooks30@schoolname.example,Section D,71.02,66.97
Synthetic Student 293,SYN-EXP-000293,SYN-SIS-000293,synthetic293,mchen30@schoolname.example,Section A,59.5,65.43
Synthetic Student 294,SYN-EXP-000294,SYN-SIS-000294,synthetic294,ndavis30@schoolname.example,Section B,42.81,43.62
Synthetic Student 295,SYN-EXP-000295,SYN-SIS-000295,synthetic295,pevans30@schoolname.example,Section C,69.49,66.5
Synthetic Student 296,SYN-EXP-000296,SYN-SIS-000296,synthetic296,qflores30@schoolname.example,Section D,46.12,52.39
Synthetic Student 297,SYN-EXP-000297,SYN-SIS-000297,synthetic297,rgarcia30@schoolname.example,Section A,53.99,61.59
Synthetic Student 298,SYN-EXP-000298,SYN-SIS-000298,synthetic298,shayes30@schoolname.example,Section B,47.1,53.69
Synthetic Student 299,SYN-EXP-000299,SYN-SIS-000299,synthetic299,tibrahim30@schoolname.example,Section C,0,31.73
Synthetic Student 300,SYN-EXP-000300,SYN-SIS-000300,synthetic300,vjohnson30@schoolname.example,Section D,44.11,37.98
Synthetic Student 301,SYN-EXP-000301,SYN-SIS-000301,synthetic301,alewis30@schoolname.example,Section A,70.92,74.67
Synthetic Student 302,SYN-EXP-000302,SYN-SIS-000302,synthetic302,bmartinez30@schoolname.example,Section B,59.81,71.49
Synthetic Student 303,SYN-EXP-000303,SYN-SIS-000303,synthetic303,cnelson30@schoolname.example,Section C,49.61,54.72
Synthetic Student 304,SYN-EXP-000304,SYN-SIS-000304,synthetic304,dortiz30@schoolname.example,Section D,49.31,60.31
Synthetic Student 305,SYN-EXP-000305,SYN-SIS-000305,synthetic305,eprice30@schoolname.example,Section A,46.76,47.56
Synthetic Student 306,SYN-EXP-000306,SYN-SIS-000306,synthetic306,fstone30@schoolname.example,Section B,60.23,61.79
Synthetic Student 307,SYN-EXP-000307,SYN-SIS-000307,synthetic307,gmiller30@schoolname.example,Section C,49.53,56.04
Synthetic Student 308,SYN-EXP-000308,SYN-SIS-000308,synthetic308,hrivera30@schoolname.example,Section D,33.53,48.41
Synthetic Student 309,SYN-EXP-000309,SYN-SIS-000309,synthetic309,inguyen30@schoolname.example,Section A,51.76,60.8
Synthetic Student 310,SYN-EXP-000310,SYN-SIS-000310,synthetic310,jpatel30@schoolname.example,Section B,41.85,45.15
Synthetic Student 311,SYN-EXP-000311,SYN-SIS-000311,synthetic311,kbrooks30@schoolname.example,Section C,57.66,66.49
Synthetic Student 312,SYN-EXP-000312,SYN-SIS-000312,synthetic312,lchen30@schoolname.example,Section D,74.43,78.84
Synthetic Student 313,SYN-EXP-000313,SYN-SIS-000313,synthetic313,mdavis30@schoolname.example,Section A,28.37,20.68
Synthetic Student 314,SYN-EXP-000314,SYN-SIS-000314,synthetic314,nevans30@schoolname.example,Section B,0,82.16
Synthetic Student 315,SYN-EXP-000315,SYN-SIS-000315,synthetic315,pflores30@schoolname.example,Section C,41.64,54.49
