Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 05,Assignment 06
Synthetic Student 001,SYN-EXP-000001,SYN-SIS-000001,synthetic001,astone29@schoolname.example,Section A,0,55.14
Synthetic Student 002,SYN-EXP-000002,SYN-SIS-000002,synthetic002,bmiller28@schoolname.example,Section B,56.41,60.29
Synthetic Student 011,SYN-EXP-000011,SYN-SIS-000011,synthetic011,kgarcia29@schoolname.example,Section C,49.71,54.86
Synthetic Student 012,SYN-EXP-000012,SYN-SIS-000012,synthetic012,lhayes29@schoolname.example,Section D,48.62,59.91
Synthetic Student 013,SYN-EXP-000013,SYN-SIS-000013,synthetic013,mibrahim28@schoolname.example,Section A,71.01,86.5
Synthetic Student 014,SYN-EXP-000014,SYN-SIS-000014,synthetic014,njohnson28@schoolname.example,Section B,59.23,54.23
Synthetic Student 016,SYN-EXP-000016,SYN-SIS-000016,synthetic016,qlewis29@schoolname.example,Section D,84.41,84.22
Synthetic Student 017,SYN-EXP-000017,SYN-SIS-000017,synthetic017,rmartinez29@schoolname.example,Section A,35.14,39.56
Synthetic Student 018,SYN-EXP-000018,SYN-SIS-000018,synthetic018,snelson28@schoolname.example,Section B,89.69,90.71
Synthetic Student 019,SYN-EXP-000019,SYN-SIS-000019,synthetic019,tortiz29@schoolname.example,Section C,33.6,44.31
Synthetic Student 022,SYN-EXP-000022,SYN-SIS-000022,synthetic022,brivera29@schoolname.example,Section B,73.07,79.95
Synthetic Student 023,SYN-EXP-000023,SYN-SIS-000023,synthetic023,cnguyen28@schoolname.example,Section C,79.07,78.96
Synthetic Student 025,SYN-EXP-000025,SYN-SIS-000025,synthetic025,ebrooks29@schoolname.example,Section A,75.12,83.37
Synthetic Student 026,SYN-EXP-000026,SYN-SIS-000026,synthetic026,fchen28@schoolname.example,Section B,0,55.47
Synthetic Student 027,SYN-EXP-000027,SYN-SIS-000027,synthetic027,gdavis28@schoolname.example,Section C,81.35,81.41
Synthetic Student 028,SYN-EXP-000028,SYN-SIS-000028,synthetic028,hevans28@schoolname.example,Section D,58.4,62.61
Synthetic Student 029,SYN-EXP-000029,SYN-SIS-000029,synthetic029,iflores29@schoolname.example,Section A,49.96,50.45
Synthetic Student 030,SYN-EXP-000030,SYN-SIS-000030,synthetic030,jgarcia28@schoolname.example,Section B,86.48,88.14
