Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 11,Assignment 12
Synthetic Student 347,SYN-EXP-000347,SYN-SIS-000347,synthetic347,gnguyen31@schoolname.example,Section C,30.66,40.26
Synthetic Student 348,SYN-EXP-000348,SYN-SIS-000348,synthetic348,hpatel31@schoolname.example,Section D,51.49,59.5
Synthetic Student 349,SYN-EXP-000349,SYN-SIS-000349,synthetic349,ibrooks31@schoolname.example,Section A,56.39,57.29
Synthetic Student 350,SYN-EXP-000350,SYN-SIS-000350,synthetic350,jchen31@schoolname.example,Section B,72.6,71.15
Synthetic Student 351,SYN-EXP-000351,SYN-SIS-000351,synthetic351,kdavis31@schoolname.example,Section C,51.56,57.38
Synthetic Student 352,SYN-EXP-000352,SYN-SIS-000352,synthetic352,levans31@schoolname.example,Section D,67.75,66.67
Synthetic Student 353,SYN-EXP-000353,SYN-SIS-000353,synthetic353,mflores31@schoolname.example,Section A,33.56,37
Synthetic Student 354,SYN-EXP-000354,SYN-SIS-000354,synthetic354,ngarcia31@schoolname.example,Section B,41.5,48.26
Synthetic Student 355,SYN-EXP-000355,SYN-SIS-000355,synthetic355,phayes31@schoolname.example,Section C,65.43,70.55
Synthetic Student 356,SYN-EXP-000356,SYN-SIS-000356,synthetic356,qibrahim31@schoolname.example,Section D,87.45,94.07
Synthetic Student 357,SYN-EXP-000357,SYN-SIS-000357,synthetic357,rjohnson31@schoolname.example,Section A,28.09,26.9
Synthetic Student 358,SYN-EXP-000358,SYN-SIS-000358,synthetic358,skim31@schoolname.example,Section B,49.97,52.22
Synthetic Student 359,SYN-EXP-000359,SYN-SIS-000359,synthetic359,tlewis31@schoolname.example,Section C,74.02,76.63
Synthetic Student 360,SYN-EXP-000360,SYN-SIS-000360,synthetic360,vmartinez31@schoolname.example,Section D,46.8,0
Synthetic Student 361,SYN-EXP-000361,SYN-SIS-000361,synthetic361,aortiz31@schoolname.example,Section A,44.16,53.33
Synthetic Student 362,SYN-EXP-000362,SYN-SIS-000362,synthetic362,bprice31@schoolname.example,Section B,95.84,99.79
Synthetic Student 363,SYN-EXP-000363,SYN-SIS-000363,synthetic363,cstone31@schoolname.example,Section C,20.33,28.07
