Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 03,Assignment 04
Synthetic Student 001,SYN-EXP-000001,SYN-SIS-000001,synthetic001,astone29@schoolname.example,Section A,41.38,55.29
Synthetic Student 002,SYN-EXP-000002,SYN-SIS-000002,synthetic002,bmiller28@schoolname.example,Section B,56.8,62.83
Synthetic Student 003,SYN-EXP-000003,SYN-SIS-000003,synthetic003,crivera27@schoolname.example,Section C,23.66,33.33
Synthetic Student 004,SYN-EXP-000004,SYN-SIS-000004,synthetic004,dnguyen27@schoolname.example,Section D,43.96,53.12
Synthetic Student 006,SYN-EXP-000006,SYN-SIS-000006,synthetic006,fbrooks27@schoolname.example,Section B,56.63,57.36
Synthetic Student 008,SYN-EXP-000008,SYN-SIS-000008,synthetic008,hdavis27@schoolname.example,Section D,67.36,72.55
Synthetic Student 009,SYN-EXP-000009,SYN-SIS-000009,synthetic009,ievans27@schoolname.example,Section A,83.53,79.54
Synthetic Student 011,SYN-EXP-000011,SYN-SIS-000011,synthetic011,kgarcia29@schoolname.example,Section C,42.96,46.99
Synthetic Student 012,SYN-EXP-000012,SYN-SIS-000012,synthetic012,lhayes29@schoolname.example,Section D,52.19,53.46
Synthetic Student 013,SYN-EXP-000013,SYN-SIS-000013,synthetic013,mibrahim28@schoolname.example,Section A,75.49,74.2
Synthetic Student 014,SYN-EXP-000014,SYN-SIS-000014,synthetic014,njohnson28@schoolname.example,Section B,53.48,56.78
Synthetic Student 015,SYN-EXP-000015,SYN-SIS-000015,synthetic015,pkim27@schoolname.example,Section C,41.6,48.41
Synthetic Student 016,SYN-EXP-000016,SYN-SIS-000016,synthetic016,qlewis29@schoolname.example,Section D,78.74,84.96
Synthetic Student 017,SYN-EXP-000017,SYN-SIS-000017,synthetic017,rmartinez29@schoolname.example,Section A,30.43,42.57
Synthetic Student 018,SYN-EXP-000018,SYN-SIS-000018,synthetic018,snelson28@schoolname.example,Section B,89.41,99.57
Synthetic Student 019,SYN-EXP-000019,SYN-SIS-000019,synthetic019,tortiz29@schoolname.example,Section C,38.29,43.1
Synthetic Student 020,SYN-EXP-000020,SYN-SIS-000020,synthetic020,vprice27@schoolname.example,Section D,83.13,90.55
Synthetic Student 021,SYN-EXP-000021,SYN-SIS-000021,synthetic021,amiller27@schoolname.example,Section A,90.12,91.97
Synthetic Student 022,SYN-EXP-000022,SYN-SIS-000022,synthetic022,brivera29@schoolname.example,Section B,72.92,79.37
Synthetic Student 023,SYN-EXP-000023,SYN-SIS-000023,synthetic023,cnguyen28@schoolname.example,Section C,86.54,82.41
Synthetic Student 025,SYN-EXP-000025,SYN-SIS-000025,synthetic025,ebrooks29@schoolname.example,Section A,62.17,76.06
Synthetic Student 026,SYN-EXP-000026,SYN-SIS-000026,synthetic026,fchen28@schoolname.example,Section B,48.97,0
Synthetic Student 027,SYN-EXP-000027,SYN-SIS-000027,synthetic027,gdavis28@schoolname.example,Section C,71.23,77.88
Synthetic Student 028,SYN-EXP-000028,SYN-SIS-000028,synthetic028,hevans28@schoolname.example,Section D,47.82,61.61
Synthetic Student 029,SYN-EXP-000029,SYN-SIS-000029,synthetic029,iflores29@schoolname.example,Section A,49.17,55.4
Synthetic Student 030,SYN-EXP-000030,SYN-SIS-000030,synthetic030,jgarcia28@schoolname.example,Section B,82.09,86.36
Synthetic Student 031,SYN-EXP-000031,SYN-SIS-000031,synthetic031,khayes29@schoolname.example,Section C,65.44,74.47
Synthetic Student 032,SYN-EXP-000032,SYN-SIS-000032,synthetic032,librahim29@schoolname.example,Section D,76.19,88.54
Synthetic Student 033,SYN-EXP-000033,SYN-SIS-000033,synthetic033,mjohnson28@schoolname.example,Section A,42.58,51.3
Synthetic Student 035,SYN-EXP-000035,SYN-SIS-000035,synthetic035,plewis29@schoolname.example,Section C,21.83,22.74
Synthetic Student 037,SYN-EXP-000037,SYN-SIS-000037,synthetic037,rnelson27@schoolname.example,Section A,47.81,47.69
Synthetic Student 038,SYN-EXP-000038,SYN-SIS-000038,synthetic038,sortiz27@schoolname.example,Section B,69.46,0
Synthetic Student 039,SYN-EXP-000039,SYN-SIS-000039,synthetic039,tprice29@schoolname.example,Section C,37.39,0
Synthetic Student 041,SYN-EXP-000041,SYN-SIS-000041,synthetic041,arivera27@schoolname.example,Section A,58.55,65.71
Synthetic Student 043,SYN-EXP-000043,SYN-SIS-000043,synthetic043,cpatel27@schoolname.example,Section C,76.12,84.84
Synthetic Student 045,SYN-EXP-000045,SYN-SIS-000045,synthetic045,echen29@schoolname.example,Section A,45.24,53.2
Synthetic Student 046,SYN-EXP-000046,SYN-SIS-000046,synthetic046,fdavis29@schoolname.example,Section B,52.92,0
Synthetic Student 047,SYN-EXP-000047,SYN-SIS-000047,synthetic047,gevans27@schoolname.example,Section C,88.01,91.45
Synthetic Student 050,SYN-EXP-000050,SYN-SIS-000050,synthetic050,jhayes29@schoolname.example,Section B,30.18,37.1
Synthetic Student 051,SYN-EXP-000051,SYN-SIS-000051,synthetic051,kibrahim29@schoolname.example,Section C,68.15,66.34
Synthetic Student 052,SYN-EXP-000052,SYN-SIS-000052,synthetic052,ljohnson28@schoolname.example,Section D,67.55,68.34
Synthetic Student 053,SYN-EXP-000053,SYN-SIS-000053,synthetic053,mkim29@schoolname.example,Section A,94.16,93.37
Synthetic Student 054,SYN-EXP-000054,SYN-SIS-000054,synthetic054,nlewis29@schoolname.example,Section B,17.88,26.12
Synthetic Student 055,SYN-EXP-000055,SYN-SIS-000055,synthetic055,pmartinez29@schoolname.example,Section C,72.32,73.96
Synthetic Student 057,SYN-EXP-000057,SYN-SIS-000057,synthetic057,rortiz29@schoolname.example,Section A,75.5,80.59
Synthetic Student 058,SYN-EXP-000058,SYN-SIS-000058,synthetic058,sprice29@schoolname.example,Section B,52.59,55.62
Synthetic Student 059,SYN-EXP-000059,SYN-SIS-000059,synthetic059,tstone28@schoolname.example,Section C,0,23.35
Synthetic Student 060,SYN-EXP-000060,SYN-SIS-000060,synthetic060,vmiller27@schoolname.example,Section D,48.39,52.59
Synthetic Student 061,SYN-EXP-000061,SYN-SIS-000061,synthetic061,anguyen28@schoolname.example,Section A,0,32.57
Synthetic Student 062,SYN-EXP-000062,SYN-SIS-000062,synthetic062,bpatel29@schoolname.example,Section B,77.41,0
Synthetic Student 063,SYN-EXP-000063,SYN-SIS-000063,synthetic063,cbrooks28@schoolname.example,Section C,42.59,52.81
Synthetic Student 064,SYN-EXP-000064,SYN-SIS-000064,synthetic064,dchen27@schoolname.example,Section D,28.93,30.64
Synthetic Student 065,SYN-EXP-000065,SYN-SIS-000065,synthetic065,edavis29@schoolname.example,Section A,0,34.39
