Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 13,Assignment 14
Synthetic Student 410,SYN-EXP-000410,SYN-SIS-000410,synthetic410,jflores32@schoolname.example,Section B,92.57,92.78
Synthetic Student 411,SYN-EXP-000411,SYN-SIS-000411,synthetic411,kgarcia32@schoolname.example,Section C,70.99,79.85
Synthetic Student 412,SYN-EXP-000412,SYN-SIS-000412,synthetic412,lhayes32@schoolname.example,Section D,49.96,55.19
Synthetic Student 413,SYN-EXP-000413,SYN-SIS-000413,synthetic413,mibrahim32@schoolname.example,Section A,54.68,55.31
Synthetic Student 414,SYN-EXP-000414,SYN-SIS-000414,synthetic414,njohnson32@schoolname.example,Section B,39.98,43.78
Synthetic Student 415,SYN-EXP-000415,SYN-SIS-000415,synthetic415,pkim32@schoolname.example,Section C,39.99,0
Synthetic Student 416,SYN-EXP-000416,SYN-SIS-000416,synthetic416,qlewis32@schoolname.example,Section D,0,53.12
Synthetic Student 417,SYN-EXP-000417,SYN-SIS-000417,synthetic417,rmartinez32@schoolname.example,Section A,62.74,66.74
Synthetic Student 418,SYN-EXP-000418,SYN-SIS-000418,synthetic418,snelson32@schoolname.example,Section B,68.18,64.74
Synthetic Student 419,SYN-EXP-000419,SYN-SIS-000419,synthetic419,tortiz32@schoolname.example,Section C,56.67,61.64
Synthetic Student 420,SYN-EXP-000420,SYN-SIS-000420,synthetic420,vprice32@schoolname.example,Section D,49.14,51.69
Synthetic Student 421,SYN-EXP-000421,SYN-SIS-000421,synthetic421,amiller32@schoolname.example,Section A,0,54.3
Synthetic Student 422,SYN-EXP-000422,SYN-SIS-000422,synthetic422,brivera32@schoolname.example,Section B,81.53,75.06
Synthetic Student 423,SYN-EXP-000423,SYN-SIS-000423,synthetic423,cnguyen32@schoolname.example,Section C,89.72,94.01
Synthetic Student 424,SYN-EXP-000424,SYN-SIS-000424,synthetic424,dpatel32@schoolname.example,Section D,79.26,78.73
Synthetic Student 425,SYN-EXP-000425,SYN-SIS-000425,synthetic425,ebrooks32@schoolname.example,Section A,48.74,55.9
Synthetic Student 426,SYN-EXP-000426,SYN-SIS-000426,synthetic426,fchen32@schoolname.example,Section B,34.63,35.35
Synthetic Student 427,SYN-EXP-000427,SYN-SIS-000427,synthetic427,gdavis32@schoolname.example,Section C,77.03,79.12
Synthetic Student 428,SYN-EXP-000428,SYN-SIS-000428,synthetic428,hevans32@schoolname.example,Section D,50.66,0
Synthetic Student 429,SYN-EXP-000429,SYN-SIS-000429,synthetic429,iflores32@schoolname.example,Section A,28.72,35.25
Synthetic Student 430,SYN-EXP-000430,SYN-SIS-000430,synthetic430,jgarcia32@schoolname.example,Section B,74.05,78.98
Synthetic Student 431,SYN-EXP-000431,SYN-SIS-000431,synthetic431,khayes32@schoolname.example,Section C,52.94,49.55
Synthetic Student 432,SYN-EXP-000432,SYN-SIS-000432,synthetic432,librahim32@schoolname.example,Section D,0,50.76
Synthetic Student 433,SYN-EXP-000433,SYN-SIS-000433,synthetic433,mjohnson32@schoolname.example,Section A,74.5,76.65
Synthetic Student 434,SYN-EXP-000434,SYN-SIS-000434,synthetic434,nkim32@schoolname.example,Section B,33.25,34.52
Synthetic Student 435,SYN-EXP-000435,SYN-SIS-000435,synthetic435,plewis32@schoolname.example,Section C,0,66.66
Synthetic Student 436,SYN-EXP-000436,SYN-SIS-000436,synthetic436,qmartinez32@schoolname.example,Section D,30.13,40.65
Synthetic Student 437,SYN-EXP-000437,SYN-SIS-000437,synthetic437,rnelson32@schoolname.example,Section A,41.71,51.88
Synthetic Student 438,SYN-EXP-000438,SYN-SIS-000438,synthetic438,sortiz32@schoolname.example,Section B,0,57.15
Synthetic Student 439,SYN-EXP-000439,SYN-SIS-000439,synthetic439,tprice32@schoolname.example,Section C,45.62,43.61
Synthetic Student 440,SYN-EXP-000440,SYN-SIS-000440,synthetic440,vstone32@schoolname.example,Section D,86.3,0
Synthetic Student 441,SYN-EXP-000441,SYN-SIS-000441,synthetic441,arivera32@schoolname.example,Section A,30.26,45.76
Synthetic Student 442,SYN-EXP-000442,SYN-SIS-000442,synthetic442,bnguyen32@schoolname.example,Section B,24.76,33.17
Synthetic Student 443,SYN-EXP-000443,SYN-SIS-000443,synthetic443,cpatel32@schoolname.example,Section C,64.32,61.5
Synthetic Student 444,SYN-EXP-000444,SYN-SIS-000444,synthetic444,dbrooks32@schoolname.example,Section D,71.72,79.36
Synthetic Student 445,SYN-EXP-000445,SYN-SIS-000445,synthetic445,echen32@schoolname.example,Section A,50.79,53.89
Synthetic Student 446,SYN-EXP-000446,SYN-SIS-000446,synthetic446,fdavis32@schoolname.example,Section B,36.61,44.45
Synthetic Student 447,SYN-EXP-000447,SYN-SIS-000447,synthetic447,gevans32@schoolname.example,Section C,38.26,41.11
Synthetic Student 448,SYN-EXP-000448,SYN-SIS-000448,synthetic448,hflores32@schoolname.example,Section D,53.01,58.52
Synthetic Student 449,SYN-EXP-000449,SYN-SIS-000449,synthetic449,igarcia32@schoolname.example,Section A,52.5,57.62
Synthetic Student 450,SYN-EXP-000450,SYN-SIS-000450,synthetic450,jhayes32@schoolname.example,Section B,60.44,60.17
Synthetic Student 451,SYN-EXP-000451,SYN-SIS-000451,synthetic451,kibrahim32@schoolname.example,Section C,53.2,62.6
Synthetic Student 452,SYN-EXP-000452,SYN-SIS-000452,synthetic452,ljohnson32@schoolname.example,Section D,53.37,54.44
Synthetic Student 453,SYN-EXP-000453,SYN-SIS-000453,synthetic453,mkim32@schoolname.example,Section A,44.74,45.85
Synthetic Student 454,SYN-EXP-000454,SYN-SIS-000454,synthetic454,nlewis32@schoolname.example,Section B,54.7,51.41
Synthetic Student 455,SYN-EXP-000455,SYN-SIS-000455,synthetic455,pmartinez32@schoolname.example,Section C,61.91,62.83
Synthetic Student 456,SYN-EXP-000456,SYN-SIS-000456,synthetic456,qnelson32@schoolname.example,Section D,59.56,63.94
Synthetic Student 457,SYN-EXP-000457,SYN-SIS-000457,synthetic457,rortiz32@schoolname.example,Section A,47.64,53.26
Synthetic Student 458,SYN-EXP-000458,SYN-SIS-000458,synthetic458,sprice32@schoolname.example,Section B,44.87,50.48
Synthetic Student 459,SYN-EXP-000459,SYN-SIS-000459,synthetic459,tstone32@schoolname.example,Section C,43.53,44.93
Synthetic Student 460,SYN-EXP-000460,SYN-SIS-000460,synthetic460,vmiller32@schoolname.example,Section D,44.69,55.47
Synthetic Student 461,SYN-EXP-000461,SYN-SIS-000461,synthetic461,anguyen32@schoolname.example,Section A,0,65.58
Synthetic Student 462,SYN-EXP-000462,SYN-SIS-000462,synthetic462,bpatel32@schoolname.example,Section B,70.07,72.62
Synthetic Student 463,SYN-EXP-000463,SYN-SIS-000463,synthetic463,cbrooks32@schoolname.example,Section C,51.94,54.96
Synthetic Student 464,SYN-EXP-000464,SYN-SIS-000464,synthetic464,dchen32@schoolname.example,Section D,43.53,0
Synthetic Student 465,SYN-EXP-000465,SYN-SIS-000465,synthetic465,edavis32@schoolname.example,Section A,32.4,45.82
Synthetic Student 466,SYN-EXP-000466,SYN-SIS-000466,synthetic466,fevans32@schoolname.example,Section B,75.53,80.25
Synthetic Student 467,SYN-EXP-000467,SYN-SIS-000467,synthetic467,gflores32@schoolname.example,Section C,26.81,30.12
Synthetic Student 468,SYN-EXP-000468,SYN-SIS-000468,synthetic468,hgarcia32@schoolname.example,Section D,51.32,44.44
Synthetic Student 469,SYN-EXP-000469,SYN-SIS-000469,synthetic469,ihayes32@schoolname.example,Section A,65.35,59.1
Synthetic Student 470,SYN-EXP-000470,SYN-SIS-000470,synthetic470,jibrahim32@schoolname.example,Section B,71.48,80.36
Synthetic Student 471,SYN-EXP-000471,SYN-SIS-000471,synthetic471,kjohnson32@schoolname.example,Section C,44.95,43.69
Synthetic Student 472,SYN-EXP-000472,SYN-SIS-000472,synthetic472,lkim32@schoolname.example,Section D,79.15,80.54
Synthetic Student 473,SYN-EXP-000473,SYN-SIS-000473,synthetic473,mlewis32@schoolname.example,Section A,55.86,67.92
Synthetic Student 474,SYN-EXP-000474,SYN-SIS-000474,synthetic474,nmartinez32@schoolname.example,Section B,40.26,49.52
Synthetic Student 475,SYN-EXP-000475,SYN-SIS-000475,synthetic475,pnelson32@schoolname.example,Section C,75.62,75.16
Synthetic Student 476,SYN-EXP-000476,SYN-SIS-000476,synthetic476,qortiz32@schoolname.example,Section D,42.83,47.43
Synthetic Student 477,SYN-EXP-000477,SYN-SIS-000477,synthetic477,rprice32@schoolname.example,Section A,49.93,57.6
Synthetic Student 478,SYN-EXP-000478,SYN-SIS-000478,synthetic478,sstone32@schoolname.example,Section B,38.08,45.33
Synthetic Student 479,SYN-EXP-000479,SYN-SIS-000479,synthetic479,tmiller32@schoolname.example,Section C,57.62,65.91
Synthetic Student 480,SYN-EXP-000480,SYN-SIS-000480,synthetic480,vrivera32@schoolname.example,Section D,49.04,52.54
Synthetic Student 481,SYN-EXP-000481,SYN-SIS-000481,synthetic481,apatel32@schoolname.example,Section A,41.1,48.23
Synthetic Student 482,SYN-EXP-000482,SYN-SIS-000482,synthetic482,bbrooks32@schoolname.example,Section B,73.73,73.14
Synthetic Student 483,SYN-EXP-000483,SYN-SIS-000483,synthetic483,cchen32@schoolname.example,Section C,0,52.95
Synthetic Student 484,SYN-EXP-000484,SYN-SIS-000484,synthetic484,ddavis32@schoolname.example,Section D,23.24,22.46
Synthetic Student 485,SYN-EXP-000485,SYN-SIS-000485,synthetic485,eevans32@schoolname.example,Section A,46.21,51.05
Synthetic Student 486,SYN-EXP-000486,SYN-SIS-000486,synthetic486,fflores33@schoolname.example,Section B,44.47,47.89
Synthetic Student 487,SYN-EXP-000487,SYN-SIS-000487,synthetic487,ggarcia33@schoolname.example,Section C,59.21,69.64
Synthetic Student 488,SYN-EXP-000488,SYN-SIS-000488,synthetic488,hhayes33@schoolname.example,Section D,51.08,52.26
Synthetic Student 489,SYN-EXP-000489,SYN-SIS-000489,synthetic489,iibrahim33@schoolname.example,Section A,35.55,43.31
Synthetic Student 490,SYN-EXP-000490,SYN-SIS-000490,synthetic490,jjohnson33@schoolname.example,Section B,38.96,46.59
Synthetic Student 491,SYN-EXP-000491,SYN-SIS-000491,synthetic491,kkim33@schoolname.example,Section C,24.09,24.39
Synthetic Student 492,SYN-EXP-000492,SYN-SIS-000492,synthetic492,llewis33@schoolname.example,Section D,49.95,50.46
Synthetic Student 493,SYN-EXP-000493,SYN-SIS-000493,synthetic493,mmartinez33@schoolname.example,Section A,56.05,58.76
Synthetic Student 494,SYN-EXP-000494,SYN-SIS-000494,synthetic494,nnelson33@schoolname.example,Section B,51.1,55.86
Synthetic Student 495,SYN-EXP-000495,SYN-SIS-000495,synthetic495,portiz33@schoolname.example,Section C,85.68,82.82
Synthetic Student 496,SYN-EXP-000496,SYN-SIS-000496,synthetic496,qprice33@schoolname.example,Section D,98.91,91.13
Synthetic Student 497,SYN-EXP-000497,SYN-SIS-000497,synthetic497,rstone33@schoolname.example,Section A,28.72,35.01
Synthetic Student 498,SYN-EXP-000498,SYN-SIS-000498,synthetic498,smiller33@schoolname.example,Section B,79.63,82.47
Synthetic Student 499,SYN-EXP-000499,SYN-SIS-000499,synthetic499,trivera33@schoolname.example,Section C,30.5,0
Synthetic Student 500,SYN-EXP-000500,SYN-SIS-000500,synthetic500,vnguyen33@schoolname.example,Section D,52.27,62.81
Synthetic Student 501,SYN-EXP-000501,SYN-SIS-000501,synthetic501,abrooks33@schoolname.example,Section A,46.32,0
Synthetic Student 502,SYN-EXP-000502,SYN-SIS-000502,synthetic502,bchen33@schoolname.example,Section B,48.94,58.88
Synthetic Student 503,SYN-EXP-000503,SYN-SIS-000503,synthetic503,cdavis33@schoolname.example,Section C,70.45,82.04
